Store,Dept,Date,Weekly_Sales,IsHoliday
1,3,2023-11-05,3000.4150129745512,False
1,3,2023-11-12,5009.5667586960335,False
1,3,2023-11-19,6431.505328980568,False
1,3,2023-11-26,7577.377896281279,False
1,3,2023-12-03,5954.406431195339,False
1,3,2023-12-10,9721.138598180842,False
1,3,2023-12-17,6672.172155697828,False
1,3,2023-12-24,7860.39186646913,False
1,3,2023-12-31,2374.1904599553773,False
1,4,2023-01-01,3103.3246876485005,True
1,4,2023-01-08,4788.984209220964,False
1,4,2023-01-15,2890.850813613271,False
1,4,2023-01-22,6821.829514775684,False
1,4,2023-01-29,1086.0998207690084,False
1,4,2023-02-05,7519.292476257568,False
1,4,2023-02-12,7411.207090379449,False
1,4,2023-02-19,9811.35821818229,False
1,4,2023-02-26,8912.37356832105,False
1,4,2023-03-05,2377.9109582026745,False
1,4,2023-03-12,5591.531424830456,False
1,4,2023-03-19,1811.207928147642,False
1,4,2023-03-26,2676.762383234777,False
1,4,2023-04-02,8782.463453507233,False
1,4,2023-04-09,6322.454958027372,False
1,4,2023-04-16,9052.258775910159,False
1,4,2023-04-23,1754.3715614774692,False
1,4,2023-04-30,1825.8819016244129,False
1,4,2023-05-07,7600.554630847702,False
1,4,2023-05-14,5784.101820792668,False
1,4,2023-05-21,5090.361512597106,False
1,4,2023-05-28,8347.969903595127,False
1,4,2023-06-04,5341.288494534714,False
1,4,2023-06-11,3968.2369261851063,False
1,4,2023-06-18,6829.293247780823,False
1,4,2023-06-25,3731.837795493103,False
1,4,2023-07-02,2149.4965201912137,False
1,4,2023-07-09,7166.250286075675,False
1,4,2023-07-16,9201.675574051733,False
1,4,2023-07-23,7657.565167503879,False
1,4,2023-07-30,8414.058685655767,False
1,4,2023-08-06,6883.635953569063,False
1,4,2023-08-13,8927.90945600956,False
1,4,2023-08-20,1252.0025371302831,False
1,4,2023-08-27,6604.881551240612,False
1,4,2023-09-03,7867.148075525572,False
1,4,2023-09-10,4016.7406977781466,False
1,4,2023-09-17,6253.33043427947,False
1,4,2023-09-24,4315.096427876932,False
1,4,2023-10-01,8098.802003118201,False
1,4,2023-10-08,8389.031041723494,False
1,4,2023-10-15,3251.601991444341,False
1,4,2023-10-22,6114.989317932997,False
1,4,2023-10-29,5228.709279091126,False
1,4,2023-11-05,8121.285850371116,False
1,4,2023-11-12,7745.801015120803,False
1,4,2023-11-19,8172.455107043776,False
1,4,2023-11-26,3848.8529538217135,False
1,4,2023-12-03,7599.194878312754,False
1,4,2023-12-10,1084.4653427516428,False
1,4,2023-12-17,6029.52675075921,False
1,4,2023-12-24,4985.814510762466,False
1,4,2023-12-31,3115.3042800321596,False
1,5,2023-01-01,4615.07795687451,True
1,5,2023-01-08,1934.9790642040475,False
1,5,2023-01-15,9663.34499413916,False
1,5,2023-01-22,4995.474820328484,False
1,5,2023-01-29,6946.750017697792,False
1,5,2023-02-05,3986.151735461434,False
1,5,2023-02-12,6872.021178859859,False
1,5,2023-02-19,9211.987517942274,False
1,5,2023-02-26,6546.890967253325,False
1,5,2023-03-05,4153.881161804353,False
1,5,2023-03-12,5126.43656381142,False
1,5,2023-03-19,6771.788461917846,False
1,5,2023-03-26,3471.371825996895,False
1,5,2023-04-02,2888.991291986553,False
1,5,2023-04-09,9892.97276441587,False
1,5,2023-04-16,3836.786820644453,False
1,5,2023-04-23,9922.585536486642,False
1,5,2023-04-30,1316.3125071396728,False
1,5,2023-05-07,5624.778808897953,False
1,5,2023-05-14,4326.632598030816,False
1,5,2023-05-21,1655.5353028029158,False
1,5,2023-05-28,5675.399761541105,False
1,5,2023-06-04,7529.302373770638,False
1,5,2023-06-11,9848.841395849191,False
1,5,2023-06-18,6671.665562866837,False
1,5,2023-06-25,3879.4784701426056,False
1,5,2023-07-02,6141.486807769488,False
1,5,2023-07-09,9971.433642485446,False
1,5,2023-07-16,5980.494203256132,False
1,5,2023-07-23,1378.2464364130833,False
1,5,2023-07-30,9128.537465694628,False
1,5,2023-08-06,4164.664600989343,False
1,5,2023-08-13,7112.817013782255,False
1,5,2023-08-20,4244.949516076251,False
1,5,2023-08-27,6381.613779570122,False
1,5,2023-09-03,9573.89775633644,False
1,5,2023-09-10,4958.532914882452,False
1,5,2023-09-17,9211.063727688539,False
1,5,2023-09-24,5355.234175766471,False
1,5,2023-10-01,8042.591229964199,False
1,5,2023-10-08,6362.915177463336,False
1,5,2023-10-15,4206.890180375176,False
1,5,2023-10-22,3782.531287559083,False
1,5,2023-10-29,9480.323160854557,False
1,5,2023-11-05,8156.191103288773,False
1,5,2023-11-12,5098.868067160397,False
1,5,2023-11-19,8438.215931064928,False
1,5,2023-11-26,4299.522410976642,False
1,5,2023-12-03,8530.632529705956,False
1,5,2023-12-10,2440.0357806898623,False
1,5,2023-12-17,7158.550132104342,False
1,5,2023-12-24,8056.0004006715435,False
1,5,2023-12-31,8836.139703731791,False
2,1,2023-01-01,3651.2825494115427,True
2,1,2023-01-08,5715.090177720507,False
2,1,2023-01-15,5404.341948028056,False
2,1,2023-01-22,3843.37355776665,False
2,1,2023-01-29,8403.376456211809,False
2,1,2023-02-05,5461.0898776185395,False
2,1,2023-02-12,7236.945373490743,False
2,1,2023-02-19,5055.58969842747,False
2,1,2023-02-26,6253.265274424212,False
2,1,2023-03-05,2764.13157725206,False
2,1,2023-03-12,4620.89862971659,False
2,1,2023-03-19,8225.94681730102,False
2,1,2023-03-26,8183.842554438021,False
2,1,2023-04-02,2929.121167242584,False
2,1,2023-04-09,6400.967104347713,False
2,1,2023-04-16,3030.6304789913384,False
2,1,2023-04-23,2650.600324376298,False
2,1,2023-04-30,3694.3176664843686,False
2,1,2023-05-07,2682.8721467945716,False
2,1,2023-05-14,9330.787376697665,False
2,1,2023-05-21,4682.239954671663,False
2,1,2023-05-28,2043.5827016632422,False
2,1,2023-06-04,1373.5195719186645,False
2,1,2023-06-11,2204.916718002667,False
2,1,2023-06-18,8628.829067354602,False
2,1,2023-06-25,2026.443810518956,False
2,1,2023-07-02,6534.621741843983,False
2,1,2023-07-09,7366.5970819092345,False
2,1,2023-07-16,4041.641033238684,False
2,1,2023-07-23,6333.461216273818,False
2,1,2023-07-30,3570.668696308455,False
2,1,2023-08-06,7385.282699444525,False
2,1,2023-08-13,6040.830857619247,False
2,1,2023-08-20,9151.642612428022,False
2,1,2023-08-27,5856.362253951478,False
2,1,2023-09-03,9472.923380734137,False
2,1,2023-09-10,1869.8446968156475,False
2,1,2023-09-17,9095.391067530061,False
2,1,2023-09-24,9113.882849395952,False
2,1,2023-10-01,9284.39479198864,False
2,1,2023-10-08,9136.378778738997,False
2,1,2023-10-15,6342.6611613068135,False
2,1,2023-10-22,7739.27224112359,False
2,1,2023-10-29,9370.061939763882,False
2,1,2023-11-05,1722.1425259326727,False
2,1,2023-11-12,1944.7170496715785,False
2,1,2023-11-19,2085.1792949323035,False
2,1,2023-11-26,9668.60729226626,False
2,1,2023-12-03,3562.6789669228924,False
2,1,2023-12-10,2349.186468916332,False
2,1,2023-12-17,9065.789993979093,False
2,1,2023-12-24,4379.713868727906,False
2,1,2023-12-31,6596.627698904893,False
2,2,2023-01-01,3823.8489963272773,True
2,2,2023-01-08,1195.9353074479059,False
2,2,2023-01-15,9353.450291650484,False
2,2,2023-01-22,8695.78745686817,False
2,2,2023-01-29,2247.4141249133245,False
2,2,2023-02-05,7858.604957665952,False
2,2,2023-02-12,1774.6724817380573,False
2,2,2023-02-19,4299.877079810469,False
2,2,2023-02-26,4470.883369021473,False
2,2,2023-03-05,3497.8407662046156,False
2,2,2023-03-12,2937.5267386958167,False
2,2,2023-03-19,2953.4195610721704,False
2,2,2023-03-26,4210.261424307462,False
2,2,2023-04-02,4123.65452259193,False
2,2,2023-04-09,8000.2093429390225,False
2,2,2023-04-16,6730.531341827236,False
2,2,2023-04-23,3662.2636444606883,False
2,2,2023-04-30,1343.9330870404801,False
2,2,2023-05-07,2423.5930157911084,False
2,2,2023-05-14,5600.240671999258,False
2,2,2023-05-21,6142.661427706336,False
2,2,2023-05-28,4454.1904649402895,False
2,2,2023-06-04,5196.778033923363,False
2,2,2023-06-11,9204.151181475554,False
2,2,2023-06-18,8444.709387568606,False
2,2,2023-06-25,1301.6157425852577,False
2,2,2023-07-02,8391.63861111009,False
2,2,2023-07-09,2266.8172955503987,False
2,2,2023-07-16,5028.4834793445025,False
2,2,2023-07-23,2729.0415696834357,False
2,2,2023-07-30,4405.232887709238,False
2,2,2023-08-06,8765.849210560533,False
2,2,2023-08-13,8134.372890888183,False
2,2,2023-08-20,1682.9016523554988,False
2,2,2023-08-27,5745.677140525773,False
2,2,2023-09-03,3930.997409354253,False
2,2,2023-09-10,8251.119373878093,False
2,2,2023-09-17,6865.338873237799,False
2,2,2023-09-24,8671.452405445241,False
2,2,2023-10-01,9431.18638826559,False
2,2,2023-10-08,8895.252034349629,False
2,2,2023-10-15,6108.357712129698,False
2,2,2023-10-22,8385.787197199848,False
2,2,2023-10-29,2862.064534148204,False
2,2,2023-11-05,6528.137341848685,False
2,2,2023-11-12,4256.8928088080265,False
2,2,2023-11-19,4277.158153741984,False
2,2,2023-11-26,4012.1808835036236,False
2,2,2023-12-03,3309.5463709520673,False
2,2,2023-12-10,5667.5885074396,False
2,2,2023-12-17,5721.664727577071,False
2,2,2023-12-24,7794.948649658196,False
2,2,2023-12-31,5481.954216392299,False
2,3,2023-01-01,7266.030271853229,True
2,3,2023-01-08,3764.9609485892015,False
2,3,2023-01-15,2889.972684207147,False
2,3,2023-01-22,9266.89596816644,False
2,3,2023-01-29,1171.910623563631,False
2,3,2023-02-05,7635.930527083682,False
2,3,2023-02-12,4112.869937302483,False
2,3,2023-02-19,7111.80460436704,False
2,3,2023-02-26,8786.153356078416,False
2,3,2023-03-05,1831.2102502559596,False
2,3,2023-03-12,8352.577891969097,False
2,3,2023-03-19,5638.175848616124,False
2,3,2023-03-26,4291.039226515488,False
2,3,2023-04-02,3792.4727895665083,False
2,3,2023-04-09,2519.1970891471847,False
2,3,2023-04-16,7410.472529414909,False
2,3,2023-04-23,6135.616461711816,False
2,3,2023-04-30,6672.98227578625,False
2,3,2023-05-07,3860.9064300391965,False
2,3,2023-05-14,9092.972269131238,False
2,3,2023-05-21,6808.359354531646,False
2,3,2023-05-28,7657.9331641165745,False
2,3,2023-06-04,4504.851801310051,False
2,3,2023-06-11,8990.750936985347,False
2,3,2023-06-18,1172.921512284926,False
2,3,2023-06-25,9917.994970757723,False
2,3,2023-07-02,5348.291410079913,False
2,3,2023-07-09,4105.481002963665,False
2,3,2023-07-16,8728.157300548188,False
2,3,2023-07-23,7826.156314121757,False
2,3,2023-07-30,5251.396187241189,False
2,3,2023-08-06,6136.3121254601265,False
2,3,2023-08-13,8598.502764440385,False
2,3,2023-08-20,2442.017259372553,False
2,3,2023-08-27,5651.3398313822145,False
2,3,2023-09-03,3942.4374123301855,False
2,3,2023-09-10,7413.77358486148,False
2,3,2023-09-17,8343.851059170116,False
2,3,2023-09-24,5288.066039728455,False
2,3,2023-10-01,7917.51135247081,False
2,3,2023-10-08,4703.410651066513,False
2,3,2023-10-15,2718.639378034175,False
2,3,2023-10-22,1886.314005846084,False
2,3,2023-10-29,3984.3837996542193,False
2,3,2023-11-05,4973.573874624164,False
2,3,2023-11-12,8340.265806197218,False
2,3,2023-11-19,9542.411696639787,False
2,3,2023-11-26,8693.724867724126,False
2,3,2023-12-03,9576.868242190701,False
2,3,2023-12-10,9966.344301763724,False
2,3,2023-12-17,5867.954240667635,False
2,3,2023-12-24,4541.092596984975,False
2,3,2023-12-31,9589.22130744724,False
2,4,2023-01-01,1535.0162842410155,True
2,4,2023-01-08,7022.6746622663095,False
2,4,2023-01-15,1768.8600023096096,False
2,4,2023-01-22,2058.859175828583,False
2,4,2023-01-29,6827.488252380448,False
2,4,2023-02-05,7229.518378901157,False
2,4,2023-02-12,6003.992123562958,False
2,4,2023-02-19,2276.333934931484,False
2,4,2023-02-26,4863.701681165486,False
2,4,2023-03-05,5691.406859726647,False
2,4,2023-03-12,7089.646613398248,False
2,4,2023-03-19,2806.8665727771204,False
2,4,2023-03-26,7122.374846609652,False
2,4,2023-04-02,7010.373045141054,False
2,4,2023-04-09,7569.673308266988,False
2,4,2023-04-16,8361.222627116982,False
2,4,2023-04-23,8857.073700765655,False
2,4,2023-04-30,1811.2511633609945,False
2,4,2023-05-07,5006.905196300451,False
2,4,2023-05-14,3152.047235158671,False
2,4,2023-05-21,2268.7150556446904,False
2,4,2023-05-28,1348.7956817059005,False
2,4,2023-06-04,2498.3489690323104,False
2,4,2023-06-11,6577.586279010655,False
2,4,2023-06-18,4058.8564898162335,False
2,4,2023-06-25,1200.2671391720005,False
2,4,2023-07-02,1885.1208055511652,False
2,4,2023-07-09,9748.483039972982,False
2,4,2023-07-16,3080.3620416439708,False
2,4,2023-07-23,8292.369788336167,False
2,4,2023-07-30,8462.1963871002,False
2,4,2023-08-06,7751.136856274418,False
2,4,2023-08-13,9806.005493412214,False
2,4,2023-08-20,3271.8699728557344,False
2,4,2023-08-27,3249.876523567742,False
2,4,2023-09-03,3822.5361249038947,False
2,4,2023-09-10,5509.846540846499,False
2,4,2023-09-17,1609.7478887932425,False
2,4,2023-09-24,5070.6209261820295,False
2,4,2023-10-01,1570.198708729346,False
2,4,2023-10-08,1428.176413264106,False
2,4,2023-10-15,7373.294055506478,False
2,4,2023-10-22,3507.9525112560705,False
2,4,2023-10-29,6789.5091510087905,False
2,4,2023-11-05,1600.9616420595976,False
2,4,2023-11-12,7483.190101312039,False
2,4,2023-11-19,8848.10590626142,False
2,4,2023-11-26,4157.667382028487,False
2,4,2023-12-03,9581.765274786467,False
2,4,2023-12-10,2627.587239944385,False
2,4,2023-12-17,1913.8753897749402,False
2,4,2023-12-24,5203.966540566418,False
2,4,2023-12-31,9042.727450733182,False
2,5,2023-01-01,4017.8981567109654,True
2,5,2023-01-08,7073.801463044126,False
2,5,2023-01-15,1764.853651761441,False
2,5,2023-01-22,6135.877458579662,False
2,5,2023-01-29,2491.873549829129,False
2,5,2023-02-05,6228.583207801826,False
2,5,2023-02-12,1520.3107805785562,False
2,5,2023-02-19,3524.4384046986684,False
2,5,2023-02-26,3633.280676935124,False
2,5,2023-03-05,1811.3785956364404,False
2,5,2023-03-12,5156.944429568486,False
2,5,2023-03-19,3095.83345447778,False
2,5,2023-03-26,9399.57264998306,False
2,5,2023-04-02,8147.017812111892,False
2,5,2023-04-09,8130.895205880513,False
2,5,2023-04-16,5636.841026588227,False
2,5,2023-04-23,6607.750152694241,False
2,5,2023-04-30,8691.754031536417,False
2,5,2023-05-07,8597.270357938165,False
2,5,2023-05-14,5856.212542542822,False
2,5,2023-05-21,4720.688001194979,False
2,5,2023-05-28,8952.721461823767,False
2,5,2023-06-04,8799.521840523284,False
2,5,2023-06-11,6990.246935184227,False
2,5,2023-06-18,8962.592963062127,False
2,5,2023-06-25,6296.114921766667,False
2,5,2023-07-02,5359.514994527449,False
2,5,2023-07-09,7411.678845800234,False
2,5,2023-07-16,9015.895359277612,False
2,5,2023-07-23,1325.6094250309134,False
2,5,2023-07-30,7932.075495450293,False
2,5,2023-08-06,3941.77361857153,False
2,5,2023-08-13,6694.869572994285,False
2,5,2023-08-20,3523.802552221914,False
2,5,2023-08-27,4869.573610003175,False
2,5,2023-09-03,2443.487638679336,False
2,5,2023-09-10,3472.4435396280282,False
2,5,2023-09-17,5738.971117530536,False
2,5,2023-09-24,3866.4049154224995,False
2,5,2023-10-01,3559.396193667885,False
2,5,2023-10-08,4728.768793724554,False
2,5,2023-10-15,9739.42790514128,False
2,5,2023-10-22,4404.1703613966765,False
2,5,2023-10-29,9525.952880045681,False
2,5,2023-11-05,5016.71170157869,False
2,5,2023-11-12,7776.338878478814,False
2,5,2023-11-19,8255.142061888353,False
2,5,2023-11-26,7207.503415705706,False
2,5,2023-12-03,6171.682559363336,False
2,5,2023-12-10,3215.843913201653,False
2,5,2023-12-17,2249.4347060376554,False
2,5,2023-12-24,4263.443190815003,False
2,5,2023-12-31,2211.6594399665473,False
3,1,2023-01-01,2897.678560973297,True
3,1,2023-01-08,8569.315489136432,False
3,1,2023-01-15,8271.363173988899,False
3,1,2023-01-22,7904.289715851633,False
3,1,2023-01-29,1613.875475039993,False
3,1,2023-02-05,7437.959776279965,False
3,1,2023-02-12,8052.051096093346,False
3,1,2023-02-19,8648.43803528564,False
3,1,2023-02-26,7501.572615949965,False
3,1,2023-03-05,6722.273840963622,False
3,1,2023-03-12,3617.839874424034,False
3,1,2023-03-19,1762.8502078182971,False
3,1,2023-03-26,3172.7530128418584,False
3,1,2023-04-02,6896.325543287333,False
3,1,2023-04-09,6235.064847709528,False
3,1,2023-04-16,2871.492374227615,False
3,1,2023-04-23,3256.5320661181386,False
3,1,2023-04-30,2326.401971952312,False
3,1,2023-05-07,7864.126396468991,False
3,1,2023-05-14,6284.447132516624,False
3,1,2023-05-21,6884.015673814984,False
3,1,2023-05-28,8915.142725173464,False
3,1,2023-06-04,1844.0037004279866,False
3,1,2023-06-11,9581.589782025025,False
3,1,2023-06-18,7568.727278665958,False
3,1,2023-06-25,7038.036066023351,False
3,1,2023-07-02,6357.31288673467,False
3,1,2023-07-09,3203.1775666112526,False
3,1,2023-07-16,5124.473587128048,False
3,1,2023-07-23,1342.6235254910794,False
3,1,2023-07-30,1276.7569714923598,False
3,1,2023-08-06,2171.077556910723,False
3,1,2023-08-13,1674.243858549034,False
3,1,2023-08-20,1177.5927345683112,False
3,1,2023-08-27,3919.648043974407,False
3,1,2023-09-03,6827.791346154382,False
3,1,2023-09-10,6546.004108050291,False
3,1,2023-09-17,9351.912693910957,False
3,1,2023-09-24,8071.585099812089,False
3,1,2023-10-01,1638.6837846319133,False
3,1,2023-10-08,8732.289698756547,False
3,1,2023-10-15,5951.953952810697,False
3,1,2023-10-22,9032.854169015145,False
3,1,2023-10-29,4046.2537677084397,False
3,1,2023-11-05,2472.5034661038153,False
3,1,2023-11-12,9636.01027676649,False
3,1,2023-11-19,6110.291406536014,False
3,1,2023-11-26,9626.838231234211,False
3,1,2023-12-03,6455.124695736675,False
3,1,2023-12-10,3461.187188461197,False
3,1,2023-12-17,9800.104542466253,False
3,1,2023-12-24,3205.7499907723154,False
3,1,2023-12-31,8494.179992260484,False
3,2,2023-01-01,4797.043431994536,True
3,2,2023-01-08,3602.050049349861,False
3,2,2023-01-15,9785.505324706579,False
3,2,2023-01-22,1361.9833988180483,False
3,2,2023-01-29,2878.792695498735,False
3,2,2023-02-05,5853.426217851099,False
3,2,2023-02-12,6042.749163866944,False
3,2,2023-02-19,4850.1946756779425,False
3,2,2023-02-26,6420.126481748704,False
3,2,2023-03-05,2897.359601427015,False
3,2,2023-03-12,3333.6257089543597,False
3,2,2023-03-19,2508.053333506712,False
3,2,2023-03-26,7470.316448560784,False
3,2,2023-04-02,6981.183674765883,False
3,2,2023-04-09,7800.309393981669,False
3,2,2023-04-16,6992.668955411079,False
3,2,2023-04-23,3852.9261931968535,False
3,2,2023-04-30,1384.0460357325246,False
3,2,2023-05-07,2548.8177203106034,False
3,2,2023-05-14,6918.147601457871,False
3,2,2023-05-21,7966.159670091594,False
3,2,2023-05-28,4274.908218339584,False
3,2,2023-06-04,9313.636824901483,False
3,2,2023-06-11,2758.7314611504166,False
3,2,2023-06-18,5148.6110142742555,False
3,2,2023-06-25,7263.323821672876,False
3,2,2023-07-02,4425.732952278735,False
3,2,2023-07-09,7232.330073020282,False
3,2,2023-07-16,4988.264227053969,False
3,2,2023-07-23,7149.002107858432,False
3,2,2023-07-30,1234.9742312026738,False
3,2,2023-08-06,7164.973811596907,False
3,2,2023-08-13,1846.5940425737185,False
3,2,2023-08-20,8511.074138034171,False
3,2,2023-08-27,8581.635758632521,False
3,2,2023-09-03,4281.5919261077415,False
3,2,2023-09-10,4122.27328601865,False
3,2,2023-09-17,8526.210093274798,False
3,2,2023-09-24,2555.803006994281,False
3,2,2023-10-01,6278.686091287196,False
3,2,2023-10-08,3089.064756488594,False
3,2,2023-10-15,9803.762024651382,False
3,2,2023-10-22,6397.926396965876,False
3,2,2023-10-29,1128.1405670267297,False
3,2,2023-11-05,7937.352196440738,False
3,2,2023-11-12,9671.699976444486,False
3,2,2023-11-19,9704.795373737601,False
3,2,2023-11-26,4320.204604276246,False
3,2,2023-12-03,8156.564897527379,False
3,2,2023-12-10,8272.072440497122,False
3,2,2023-12-17,6549.019524546197,False
3,2,2023-12-24,3701.176463416649,False
3,2,2023-12-31,2819.9562407606886,False
3,3,2023-01-01,4965.167434004621,True
3,3,2023-01-08,3640.1038256977754,False
3,3,2023-01-15,4780.470838957779,False
3,3,2023-01-22,1754.530096958663,False
3,3,2023-01-29,4704.371388912102,False
3,3,2023-02-05,8348.408088848895,False
3,3,2023-02-12,5378.706186296657,False
3,3,2023-02-19,3922.922737990963,False
3,3,2023-02-26,8676.957414471726,False
3,3,2023-03-05,9326.865327595664,False
3,3,2023-03-12,4219.73518740209,False
3,3,2023-03-19,5244.5418831751595,False
3,3,2023-03-26,4948.22783853016,False
3,3,2023-04-02,9090.391831101377,False
3,3,2023-04-09,7530.789689920491,False
3,3,2023-04-16,1103.2810565709049,False
3,3,2023-04-23,8960.964806853026,False
3,3,2023-04-30,8907.229612601794,False
3,3,2023-05-07,4596.829183790464,False
3,3,2023-05-14,7416.381272300123,False
